artist,styles,movement,styles_extended,pictures_count,birth_place,birth_year,death_year,death_place,gender,citizenship,occupations,locations,locations_with_years
Barrington Watson,"Expressionism, Social Realism",Social Realism,"{Expressionism:11},{Social Realism:17}",28,Lucea,1931.0,2016.0,Kingston,male,Jamaica,"painter,writer",,[]
Bela Czobel,"Expressionism, Fauvism, Impressionism, Post-Impressionism, Unknown",Post-Impressionism,"{Expressionism:7},{Fauvism:7},{Impressionism:3},{Post-Impressionism:14},{Unknown:936}",967,Budapest,1883.0,1976.0,Budapest,male,Hungary,"graphic artist,painter",,[]
Ben Shahn,"Expressionism, Social Realism, Surrealism",Social Realism,"{Expressionism:18},{Social Realism:60},{Surrealism:5}",83,Kaunas,1898.0,1969.0,New York City,male,United States,"printmaker,designer,muralist,graphic artist,painter,photographer","United States,New York City",[]
Benny Andrews,"Expressionism, Figurative Expressionism, Surrealism, Unknown",Expressionism,"{Expressionism:42},{Figurative Expressionism:51},{Surrealism:8},{Unknown:1}",102,Plainview,1930.0,2006.0,New York City,male,United States,"drawer,printmaker,visual artist,university teacher,painter,artist",,[]
Bernard Buffet,"Expressionism, Miserablism",Expressionism,"{Expressionism:30},{Miserablism:9}",39,9th arrondissement of Paris,1928.0,1999.0,Tourtour,male,France,"drawer,printmaker,painter,illustrator","Venice,Aix-en-Provence,Greece,Milan,Rome,Saint-Tropez,Saint Petersburg,New York City,Naples,Nances,Paris,Amsterdam,Leiden,Florence,Woudsend,Villiers-le-Mahieu,Zoetermeer,Zaandam,Haarlem,Massy,Domont,Veere,Manosque,Tourtour,Zaandijk,Beijing",[]
Billy Childish,"Expressionism, Stuckism",Stuckism,"{Expressionism:14},{Stuckism:16}",30,Chatham,1959.0,,,male,United Kingdom,"novelist,painter,guitarist,poet,composer,writer",,[]
Boris Bućan,"Expressionism, Op Art, Pop Art",Op Art,"{Expressionism:6},{Op Art:9},{Pop Art:5}",20,,1947.0,2023.0,,male,Croatia,"video artist,printmaker,designer,visual artist,graphic artist,painter",Zagreb,[]
Boris Grigoriev,"Expressionism, Neoclassicism, Unknown",Expressionism,"{Expressionism:35},{Neoclassicism:4},{Unknown:3}",42,Rybinsk,1886.0,1939.0,Cagnes-sur-Mer,male,Russian Empire,"graphic artist,painter,writer",,[]
Botong Francisco,"Expressionism, Social Realism",Social Realism,"{Expressionism:2},{Social Realism:11}",13,Angono,1912.0,1969.0,Angono,male,Philippines,painter,,[]
Bruno Schulz,Expressionism,Expressionism,{Expressionism:30},30,Drohobych,1892.0,1942.0,Drohobych Ghetto,male,West Ukrainian People's Republic,"drawer,literary critic,graphic artist,painter,writer",,[]
Carl Holsøe,"Expressionism, Realism",Expressionism,"{Expressionism:33},{Realism:14}",47,Aarhus,1863.0,1935.0,Asserbo,male,Kingdom of Denmark,painter,,[]
Carlos Alonso,"Expressionism, New Realism, Social Realism",Social Realism,"{Expressionism:5},{New Realism:7},{Social Realism:1}",13,,1886.0,,,male,Uruguay,"film director,screenwriter,researcher",,[]
Carlos Botelho,Expressionism,Expressionism,{Expressionism:19},19,Lisbon,1899.0,1982.0,Lisbon,male,Portugal,painter,,[]
Carlos Orozco Romero,"Expressionism, Magic Realism, Social Realism, Surrealism",Surrealism,"{Expressionism:7},{Magic Realism:10},{Social Realism:2},{Surrealism:4}",23,Guadalajara,1898.0,1984.0,Mexico City,male,Mexico,"muralist,cartoonist,painter",,[]
Chaim Soutine,"Expressionism, Unknown",Expressionism,"{Expressionism:101},{Unknown:18}",119,Smilavičy,1893.0,1943.0,16th arrondissement of Paris,male,Russian Empire,"architectural draftsperson,painter,artist","Cagnes-sur-Mer,Minsk,Le Blanc,Céret,Paris,Chartres,Vilnius",[]
Chang Dai-chien,"Expressionism, Ink and wash painting",Impressionism,"{Expressionism:1},{Ink and wash painting:18}",19,Neijiang,1899.0,1983.0,Taipei,male,Republic of China (1912–1949),"art forger,painter",,[]
Charles Cottet,"Expressionism, Post-Impressionism, Unknown",Post-Impressionism,"{Expressionism:2},{Post-Impressionism:16},{Unknown:1}",19,Le Puy-en-Velay,1863.0,1925.0,14th arrondissement of Paris,male,France,"graphic artist,painter",,[]
Charles Demuth,"Expressionism, Precisionism, Realism, Unknown",Precisionism,"{Expressionism:14},{Precisionism:31},{Realism:1},{Unknown:1}",47,Lancaster,1883.0,1935.0,Lancaster,male,United States,"drawer,painter,illustrator,photographer","Paris,Berlin,London,Lancaster",[]
Charles Maurin,"Expressionism, Japonism, Post-Impressionism, Symbolism",Symbolism,"{Expressionism:3},{Japonism:2},{Post-Impressionism:9},{Symbolism:4}",18,Le Puy-en-Velay,1856.0,1914.0,Grasse,male,France,"printmaker,graphic artist,painter",Paris,[]
Christian Attersee,"Expressionism, Neo-Expressionism, Pop Art",Neo-Expressionism,"{Expressionism:1},{Neo-Expressionism:14},{Pop Art:20}",35,Bratislava,1940.0,,,male,Austria,"installation artist,drawer,performance artist,university teacher,painter",Vienna,[]
Christian Rohlfs,Expressionism,Expressionism,{Expressionism:29},29,Groß Niendorf,1849.0,1938.0,Hagen,male,German Reich,"drawer,visual artist,graphic artist,sculptor,painter",Weimar,[]
Chronis Botsoglou,Expressionism,Expressionism,{Expressionism:49},49,Thessaloniki,1941.0,2022.0,Athens,male,Greece,painter,,[]
Constant Permeke,"Expressionism, Unknown",Expressionism,"{Expressionism:34},{Unknown:1}",35,Antwerp,1886.0,1952.0,Ostend,male,Belgium,"drawer,visual artist,sculptor,painter,artist",,[]
Corneliu Baba,"Expressionism, Impressionism, Post-Impressionism, Realism",Post-Impressionism,"{Expressionism:23},{Impressionism:1},{Post-Impressionism:11},{Realism:3}",38,Craiova,1906.0,1997.0,Bucharest,male,Romania,"university teacher,painter,illustrator",,[]
Costas Niarchos,Expressionism,Expressionism,{Expressionism:22},22,Athens,1945.0,,,male,Greece,painter,,[]
Cyril Power,"Expressionism, Futurism",Expressionism,"{Expressionism:5},{Futurism:10}",15,England,1872.0,1951.0,London,male,United Kingdom of Great Britain and Ireland,"printmaker,architect,writer",,[]
Ding Yanyong,"Expressionism, Ink and wash painting",Republic of China (1912–1949),"{Expressionism:41},{Ink and wash painting:70}",111,,1902.0,1978.0,,male,Republic of China (1912–1949),painter,,[]
Dobri Dobrev,"Expressionism, Post-Impressionism, Realism",Realism,"{Expressionism:2},{Post-Impressionism:8},{Realism:11}",21,Baylovo,1914.0,2018.0,Kremikovtsi Monastery,male,Bulgaria,"philanthropist,ascetic",,[]
Dora Boneva,Expressionism,Expressionism,{Expressionism:7},7,Gabrovo,1936.0,2021.0,Sofia,female,Bulgaria,"painter,illustrator,translator",,[]
Dr. Atl,"Expressionism, Precisionism, Unknown",Expressionism,"{Expressionism:13},{Precisionism:1},{Unknown:1}",15,Guadalajara,1875.0,1964.0,Mexico City,male,Mexico,"volcanologist,philosopher,painter,writer",,[]
Eduardo Arroyo,"Expressionism, Pop Art, Surrealism",Pop Art,"{Expressionism:1},{Pop Art:13},{Surrealism:4}",18,Q2807,1937.0,2018.0,Q2807,male,Spain,"lithographer,printmaker,scenographer,sculptor,painter,scenography,illustrator,writer","Milan,Q2807,Paris",['Paris:1958-1958']
Edvard Munch,"Expressionism, Impressionism, Realism, Symbolism, Unknown",Symbolism,"{Expressionism:157},{Impressionism:11},{Realism:6},{Symbolism:12},{Unknown:9}",195,Ådalsbruk,1863.0,1944.0,Ekely,male,Norway,"drawer,architectural draftsperson,printmaker,graphic artist,painter","Åsgårdstrand,Oslo,Berlin",[]
Edwin Dickinson,"Expressionism, Neo-Romanticism",Expressionism,"{Expressionism:17},{Neo-Romanticism:11}",28,Seneca Falls,1891.0,1978.0,Orleans,male,United States,"drawer,painter,artist",,[]
Elena Bontea,"Expressionism, Socialist Realism",Expressionism,"{Expressionism:11},{Socialist Realism:1}",12,Drăgănești,1936.0,,,female,Moldova,painter,,[]
Emil Nolde,"Expressionism, Unknown",Expressionism,"{Expressionism:49},{Unknown:1}",50,Nolde,1867.0,1956.0,Seebüll,male,Kingdom of Denmark,"lithographer,drawer,architectural draftsperson,printmaker,graphic artist,xylographer,sculptor,painter,photographer","Berlin,Copenhagen,Spain,Italy,Hamburg,South Korea,Karlsruhe,St. Gallen,Flensburg,People's Republic of China,Munich,Moscow,United Kingdom,Bern,Paris,Japan,German New Guinea",['German New Guinea:1913-1914']
Erich Heckel,Expressionism,Expressionism,{Expressionism:19},19,Döbeln,1883.0,1970.0,Radolfzell am Bodensee,male,Germany,"drawer,printmaker,visual artist,university teacher,painter,illustrator,photographer",,[]
Erin Hanson,"Expressionism, Unknown",Expressionism,"{Expressionism:5},{Unknown:3}",8,,1981.0,,,female,United States,painter,,[]
Fikret Mualla Saygi,"Expressionism, Fauvism",Expressionism,"{Expressionism:2},{Fauvism:28}",30,,,,,,,,,
Florine Stettheimer,"Expressionism, Unknown",Modernism,"{Expressionism:12},{Unknown:1}",13,Rochester,1871.0,1944.0,New York City,female,United States,"designer,costume designer,painter,artist,poet","Tarrytown,New York City,Munich",[]
Forrest Bess,"Expressionism, Outsider art, Symbolism",Abstract Expressionism,"{Expressionism:3},{Outsider art:36},{Symbolism:2}",41,Bay City,1911.0,1977.0,Bay City,male,United States,painter,,[]
Francis Gruber,"Expressionism, Magic Realism",Expressionism,"{Expressionism:26},{Magic Realism:1}",27,Nancy,1912.0,1948.0,Paris,male,France,"painter,artist",,[]
Fred Williams,Expressionism,Expressionism,{Expressionism:15},15,,,,,male,United States,"association football player,basketball player",,[]
Georg Tappert,Expressionism,Expressionism,{Expressionism:20},20,Berlin,1880.0,1957.0,Berlin,male,Germany,"graphic artist,university teacher,painter,photographer",Berlin,[]
George Bouzianis,"Expressionism, Unknown",Expressionism,"{Expressionism:76},{Unknown:2}",78,Athens,1885.0,1959.0,Athens,male,Greece,painter,Paris,['Paris:1929-1932']
George Mavroides,"Expressionism, Fauvism, Unknown",Expressionism,"{Expressionism:22},{Fauvism:4},{Unknown:1}",27,,,,,,,,,
Georges Rouault,"Expressionism, Fauvism, Unknown",Expressionism,"{Expressionism:18},{Fauvism:2},{Unknown:2}",22,19th arrondissement of Paris,1871.0,1958.0,12th arrondissement of Paris,male,France,"drawer,ceramicist,graphic artist,painter,curator,illustrator",,[]
Georgi Kovachev,Expressionism,Expressionism,{Expressionism:21},21,Veliko Tarnovo,1980.0,,,male,Bulgaria,"association football player,painter,politician",,[]
Gerard Sekoto,"Expressionism, Social Realism",Social Realism,"{Expressionism:34},{Social Realism:41}",75,Botshabelo,1913.0,1993.0,Nogent-sur-Marne,male,Union of South Africa,"painter,musician",,[]
Graham Sutherland,"Expressionism, Neo-Romanticism, Romanticism, Surrealism, Unknown",Surrealism,"{Expressionism:40},{Neo-Romanticism:38},{Romanticism:4},{Surrealism:35},{Unknown:3}",120,Streatham,1903.0,1980.0,Streatham,male,United Kingdom of Great Britain and Ireland,"lithographer,printmaker,visual artist,painter,artist",,[]
Gregoire Boonzaier,"Expressionism, Fauvism, Impressionism, Post-Impressionism, Realism, Unknown",Impressionism,"{Expressionism:4},{Fauvism:1},{Impressionism:70},{Post-Impressionism:15},{Realism:2},{Unknown:9}",101,Cape Town,1909.0,2005.0,Onrusrivier,male,South Africa,painter,,[]
Grigor Khanjyan,Expressionism,Expressionism,{Expressionism:6},6,Yerevan,1926.0,2000.0,Yerevan,male,Soviet Union,"painter,illustrator",,[]
Grégoire Michonze,"Expressionism, Naïve Art (Primitivism), Post-Impressionism, Surrealism",Surrealism,"{Expressionism:2},{Naïve Art (Primitivism):29},{Post-Impressionism:10},{Surrealism:14}",55,Chișinău,1902.0,1982.0,6th arrondissement of Paris,male,France,painter,France,['France:1922-1982']
Hans Bellmer,"Expressionism, Surrealism, Unknown",Dada,"{Expressionism:2},{Surrealism:30},{Unknown:89}",121,Katowice,1902.0,1975.0,20th arrondissement of Paris,male,Germany,"drawer,printmaker,visual artist,sculptor,painter,illustrator,photographer","Paris,Berlin",[]
Helen Dahm,Expressionism,Expressionism,{Expressionism:22},22,Egelshofen,1878.0,1968.0,Männedorf,female,Switzerland,painter,,[]
Helene Schjerfbeck,"Expressionism, Realism",Realism,"{Expressionism:37},{Realism:11}",48,Helsinki,1862.0,1946.0,Saltsjöbaden,female,Finland,painter,"Italy,England,Paris,France,Helsinki","['Italy:1888-1890', 'England:1886-1890', 'Paris:1880-1884', 'France:1886-1887', 'Helsinki:1873-1880']"
Horace Pippin,"Expressionism, Naïve Art (Primitivism), Unknown",Harlem Renaissance (New Negro Movement),"{Expressionism:6},{Naïve Art (Primitivism):51},{Unknown:1}",58,West Chester,1888.0,1946.0,West Chester,male,United States,"sculptor,painter,military personnel","France,New York,Paterson",[]
Hovhannes Zardaryan,"Expressionism, Realism",Realism,"{Expressionism:3},{Realism:2}",5,Kars,1918.0,1992.0,Yerevan,male,Soviet Union,painter,,[]
Ilka Gedo,"Expressionism, Surrealism",Expressionism,"{Expressionism:35},{Surrealism:3}",38,Budapest,1921.0,1985.0,Budapest,female,Hungary,"graphic artist,painter",,[]
Ion Tuculescu,"Expressionism, Post-Impressionism",Expressionism,"{Expressionism:35},{Post-Impressionism:7}",42,Craiova,1910.0,1962.0,Bucharest,male,Romania,"painter,biologist",,[]
Irma Stern,"Expressionism, Post-Impressionism",Post-Impressionism,"{Expressionism:7},{Post-Impressionism:38}",45,Schweizer-Reneke,1894.0,1966.0,Cape Town,female,South Africa,painter,"Cape Town,Weimar,Berlin",[]
Istvan Farkas,Expressionism,Expressionism,{Expressionism:22},22,Pinkafeld,1895.0,1976.0,,male,Hungary,"journalist,sailor,writer",,[]
Istvan Ilosvai Varga,"Expressionism, Post-Impressionism",Post-Impressionism,"{Expressionism:18},{Post-Impressionism:13}",31,Kunhegyes,1895.0,1978.0,Budapest,male,Hungary,painter,,[]
Ivan Albright,"Expressionism, Impressionism, Magic Realism, Unknown",Magic Realism,"{Expressionism:12},{Impressionism:11},{Magic Realism:53},{Unknown:2}",78,Harvey,1897.0,1983.0,Woodstock,male,United States,"printmaker,sculptor,painter","Evanston,New York City,Nantes,Philadelphia,Woodstock,Chicago,Warrenville",[]
Jacqueline Hick,"Expressionism, Social Realism",Social Realism,"{Expressionism:12},{Social Realism:8}",20,Adelaide,1919.0,2004.0,,female,Australia,painter,,[]
James Ensor,"Expressionism, Impressionism, Naïve Art (Primitivism), Orientalism, Symbolism, Unknown",Symbolism,"{Expressionism:22},{Impressionism:10},{Naïve Art (Primitivism):2},{Orientalism:2},{Symbolism:9},{Unknown:1}",46,Ostend,1860.0,1949.0,Ostend,male,Belgium,"architectural draftsperson,printmaker,visual artist,graphic artist,painter,artist,author","Ostend,City of Brussels",['Ostend:1860-1949']
Jan Cox,"Expressionism, Unknown",Expressionism,"{Expressionism:1},{Unknown:9}",10,The Hague,1919.0,1980.0,Antwerp,male,Belgium,"lithographer,painter","Antwerp,City of Brussels,Boston,Amsterdam,Rome","['Antwerp:1936-1945,1974-1980', 'City of Brussels:1945-1956', 'Boston:1956-1974', 'Amsterdam:1920-1936', 'Rome:1954-1956']"
Jean Cocteau,Expressionism,Expressionism,{Expressionism:74},74,Maisons-Laffitte,1889.0,1963.0,Milly-la-Forêt,male,France,"prose writer,librettist,ceramicist,novelist,designer,director,film director,jewelry designer,voice actor,postage stamp designer,painter,illustrator,author,playwright,poet,composer,writer,actor,photographer,screenwriter",,[]
Jean Jansem,Expressionism,Expressionism,{Expressionism:4},4,Bursa,1920.0,2013.0,Saint-Aignan-sur-Cher,male,France,"drawer,sculptor,painter","France,Paris",['Paris:1931-1931']
Jean Paul Lemieux,"Expressionism, Regionalism",Expressionism,"{Expressionism:28},{Regionalism:4}",32,Quebec City,1904.0,1990.0,Quebec City,male,Canada,"painter,professor",,[]
Jeanne Hébuterne,Expressionism,Expressionism,{Expressionism:4},4,Meaux,1898.0,1920.0,Paris,female,France,"art model,painter",,[]
Jeremy Henderson,"Expressionism, Geometric, Lyrical Abstraction",Abstract Expressionism,"{Expressionism:3},{Geometric:1},{Lyrical Abstraction:7}",11,,,,,male,,"painter,researcher,basketball player",,[]
John Brack,"Expressionism, Pop Art",Expressionism,"{Expressionism:12},{Pop Art:5}",17,South Melbourne,1920.0,1999.0,Melbourne,male,Australia,painter,,[]
Jose Clemente Orozco,"Expressionism, Muralism, Social Realism",Social Realism,"{Expressionism:8},{Muralism:54},{Social Realism:3}",65,Ciudad Guzmán,1883.0,1949.0,Mexico City,male,Mexico,"drawer,muralist,painter",,[]
Jose Escada,"Expressionism, Surrealism",Surrealism,"{Expressionism:1},{Surrealism:19}",20,,,,,,,,,
Jose Gutierrez Solana,Expressionism,Expressionism,{Expressionism:62},62,Q2807,1886.0,1945.0,Q2807,male,Spain,"printmaker,visual artist,graphic artist,painter,engraver,writer","Q2807,Paris","['Q2807:1900-1937,1939-1945', 'Paris:1937-1937']"
Jose Pancetti,"Expressionism, Post-Impressionism",Modernismo,"{Expressionism:18},{Post-Impressionism:15}",33,Campinas,1902.0,1958.0,Rio de Janeiro,male,Brazil,painter,,[]
Josef Herman,Expressionism,Expressionism,{Expressionism:15},15,Mladá Boleslav,1900.0,1956.0,Hradec Králové,male,Czechoslovakia,painter,Hradec Králové,[]
Joy Hester,Expressionism,Expressionism,{Expressionism:37},37,Melbourne,1920.0,1960.0,Prahran,female,Australia,"painter,artist,poet,writer",Melbourne,[]
Julio Resende,Expressionism,Expressionism,{Expressionism:29},29,,,,,,,,,
Karl Schmidt-Rottluff,"Expressionism, Neo-Impressionism",Expressionism,"{Expressionism:17},{Neo-Impressionism:4}",21,Rottluff,1884.0,1976.0,West Berlin,male,Germany,"lithographer,drawer,art collector,designer,graphic artist,university teacher,sculptor,painter,Q686932,illustrator",,[]
Karl Schrag,Expressionism,Expressionism,{Expressionism:42},42,Karlsruhe,1912.0,1995.0,New York City,male,United States,"printmaker,painter",New York City,[]
Kathe Kollwitz,"Expressionism, Unknown",Expressionism,"{Expressionism:40},{Unknown:6}",46,Königsberg,1867.0,1945.0,Moritzburg,female,German Empire,"autobiographer,lithographer,drawer,architectural draftsperson,printmaker,designer,graphic artist,sculptor,painter,poster artist,illustrator,artist","Munich,Berlin,Amsterdam",[]
Kees van Dongen,"Expressionism, Fauvism, Orientalism, Pointillism, Post-Impressionism, Unknown",Post-Impressionism,"{Expressionism:11},{Fauvism:19},{Orientalism:1},{Pointillism:2},{Post-Impressionism:11},{Unknown:2}",46,Delfshaven,1877.0,1968.0,Monte Carlo,male,Kingdom of the Netherlands,"drawer,printmaker,ceramicist,sculptor,painter,illustrator","Monte Carlo,Morocco,Egypt,Paris,Spain,Rotterdam,New York City,Venice",[]
Kerry James Marshall,"Expressionism, Naïve Art (Primitivism), Pop Art, Unknown",Contemporary,"{Expressionism:15},{Naïve Art (Primitivism):4},{Pop Art:2},{Unknown:1}",22,Birmingham,1955.0,,,male,United States,"collagist,drawer,painter",Chicago,[]
Lajos Gulacsy,"Expressionism, Symbolism, Unknown",Symbolism,"{Expressionism:1},{Symbolism:21},{Unknown:1}",23,Budapest,1882.0,1932.0,Budapest,male,Hungary,"scenographer,graphic artist,costume designer,painter,illustrator,poet",,[]
Laszlo Mednyanszky,"Expressionism, Impressionism, Realism, Romanticism",Impressionism,"{Expressionism:12},{Impressionism:35},{Realism:6},{Romanticism:1}",54,Beckov,1852.0,1919.0,Vienna,male,Hungary,"painter,graphic designer,military officer,military engineer",,[]
Leon Underwood,"Expressionism, Naïve Art (Primitivism), Realism, Surrealism",Surrealism,"{Expressionism:6},{Naïve Art (Primitivism):4},{Realism:5},{Surrealism:9}",24,Shepherd's Bush,1890.0,1975.0,London,male,United Kingdom of Great Britain and Ireland,"sculptor,painter,illustrator",,[]
Ligia Macovei,Expressionism,Expressionism,{Expressionism:49},49,Bucharest,1916.0,1998.0,Bucharest,female,Romania,"visual artist,graphic artist,painter",,[]
Louay Kayyali,Expressionism,Expressionism,{Expressionism:23},23,Aleppo,1934.0,1978.0,Aleppo,male,Syria,painter,,[]
Louisa Matthiasdottir,Expressionism,Expressionism,{Expressionism:39},39,Reykjavík,1917.0,2000.0,Delhi,female,Iceland,"painter,artist",,[]
Lovis Corinth,"Expressionism, Impressionism, Realism",Impressionism,"{Expressionism:23},{Impressionism:104},{Realism:3}",130,Gvardeysk,1858.0,1925.0,Zandvoort,male,Kingdom of Prussia,"scenic designer,lithographer,drawer,printmaker,etcher,university teacher,painter,illustrator","Amsterdam,Antwerp,The Hague,Zandvoort,Munich,Paris,Haarlem,Berlin",[]
Luigi Russolo,"Expressionism, Futurism",Futurism,"{Expressionism:6},{Futurism:8}",14,Portogruaro,1885.0,1947.0,Laveno-Mombello,male,Kingdom of Italy,"music theorist,musical instrument maker,painter,composer","Barcelona,Paris,Q2807,Milan,Spain,Turin","['Barcelona:1932-1933', 'Paris:1927-1932', 'Q2807:1932-1933', 'Milan:1927-1927', 'Spain:1932-1933']"
Luis Dourdil,Expressionism,Expressionism,{Expressionism:12},12,,,,,,,,,
Lynd Ward,Expressionism,Expressionism,{Expressionism:58},58,Chicago,1905.0,1985.0,Reston,male,United States,"wood engraver,novelist,painter,comics artist,illustrator",Leipzig,['Leipzig:1927-1927']
Maggie Laubser,"Expressionism, Fauvism, Realism, Unknown",Expressionism,"{Expressionism:33},{Fauvism:6},{Realism:1},{Unknown:2}",42,Malmesbury,1886.0,1973.0,Strand,female,South Africa,"lithographer,painter",,[]
Magnus Enckell,"Expressionism, Fauvism, Impressionism, Neo-Impressionism, Realism, Renaissance, Symbolism",Symbolism,"{Expressionism:19},{Fauvism:13},{Impressionism:1},{Neo-Impressionism:1},{Realism:2},{Renaissance:1},{Symbolism:43}",80,Hamina,1870.0,1925.0,Stockholm,male,Finland,painter,,[]
Mahmud Taghiyev,"Expressionism, Realism",Socialist Realism,"{Expressionism:16},{Realism:1}",17,Baku,1923.0,2001.0,Baku,male,Soviet Union,painter,,[]
Manuela Sambo,"Expressionism, Native Art",Contemporary,"{Expressionism:19},{Native Art:5}",24,Angola,1964.0,,,female,Angola,"sculptor,painter",,[]
Margareta Sterian,"Expressionism, Tachisme",Expressionism,"{Expressionism:41},{Tachisme:2}",43,Buzău,1897.0,1992.0,,female,Romania,translator,,[]
Maria Bozoky,"Expressionism, Impressionism",Expressionism,"{Expressionism:252},{Impressionism:4}",256,,,,,,,,,
Marie Laurencin,"Expressionism, Unknown",Expressionism,"{Expressionism:26},{Unknown:8}",34,10th arrondissement of Paris,1883.0,1956.0,7th arrondissement of Paris,female,France,"printmaker,scenographer,graphic artist,painter,illustrator,artist,poet",Habas,[]
Marie-Thérèse Auffray,Expressionism,Expressionism,{Expressionism:10},10,Saint-Quay-Portrieux,1912.0,1990.0,Échauffour,female,France,"women's rights activist,resistance fighter,painter",,[]
Marin Gherasim,Expressionism,Neo-Orthodoxism,{Expressionism:20},20,Rădăuți,1937.0,2017.0,Bucharest,male,Romania,painter,,[]
Marino Marini,Expressionism,Expressionism,{Expressionism:18},18,Pistoia,1901.0,1980.0,Viareggio,male,Kingdom of Italy,"lithographer,drawer,architectural draftsperson,printmaker,visual artist,sculptor,painter,artist","Milan,Florence,Berlin,Paris,Monza,Turin",[]
Mario Eloy,Expressionism,Expressionism,{Expressionism:13},13,,1929.0,1977.0,The Hague,male,Germany,painter,The Hague,['The Hague:1939-1977']
