artist,Nationality,citizenship,gender,styles,movement,Art500k_Movements,birth_place,death_place,birth_year,death_year,FirstYear,LastYear,wikiart_pictures_count,locations,locations_with_years,styles_extended,StylesCount,StylesYears,occupations,PaintingsExhibitedAt,PaintingsExhibitedAtCount,PaintingSchool,Influencedby,Influencedon,Pupils,Teachers,FriendsandCoworkers,Contemporary,pictures_count
Hendrick Avercamp,Dutch,Dutch Republic,male,Baroque,Baroque,"{Dutch Golden Age:1},{Baroque:85}",Amsterdam,Kampen,1585.0,1634.0,1608.0,1634.0,84.0,"['Kampen', 'Amsterdam']","['Kampen:1608-1634,1586-1607', 'Amsterdam:1607-1608']",{Baroque:84},{Baroque:84},Baroque:1608-1634,painter,"Moscow, Rotterdam, CA, Kunsthalle, MO, OH, US, Netherlands, Germany, Chicago, Otterlo, St. Louis, IL, Haarlem, Los Angeles, MA, Austria, Hamburg, Vienna, Belgium, Berlin, Boston, Russia, Toledo, Los Angeles County Museum of Art, Amsterdam, Holland","{Holland:1},{Netherlands:9},{Vienna:1},{Austria:1},{Kunsthalle:2},{Hamburg:4},{Germany:3},{Otterlo:1},{Rotterdam:1},{Berlin:1},{Moscow:1},{Russia:1},{Belgium:1},{Haarlem:1},{Chicago:1},{IL:1},{US:7},{Amsterdam:5},{St. Louis:1},{MO:1},{Los Angeles County Museum of Art:1},{Los Angeles:2},{CA:2},{Toledo:2},{OH:2},{Boston:1},{MA:1}",Dutch School,"Pieter Bruegel the Elder,Flemish School,",,,,,No,
Hendrick Cornelisz Vroom,Dutch,Dutch Republic,male,Baroque,Baroque,{Baroque:16},Haarlem,Haarlem,1562.0,1640.0,1601.0,1632.0,16.0,[],[],{Baroque:16},{Baroque:16},Baroque:1601-1632,"pottery painter, drawer, painter","Haarlem, Netherlands, Amsterdam","{Haarlem:1},{Netherlands:3},{Amsterdam:2}",Dutch School,,"Jacob van Ruisdael,",,,,No,
Hendrick Goltzius,,Dutch Republic,male,"Baroque, Mannerism (Late Renaissance)",Baroque,"{Baroque:7},{Renaissance:3},{Mannerism:6}",Bracht,Haarlem,1558.0,1617.0,1592.0,1594.0,52.0,[],[],"{Baroque:15},{Mannerism (Late Renaissance):37}",,,"print publisher, drawer, copperplate engraver, art collector, graphic artist, xylographer, painter, engraver","Antwerp, Northern Netherlands, Amsterdam","{Amsterdam:4},{Northern Netherlands:1},{Antwerp:1}",,,,,,,No,
Hendrick Terbrugghen,Dutch,Dutch Republic,male,"Baroque, Tenebrism, Unknown",Baroque,{Baroque:31},The Hague,Utrecht,1588.0,1629.0,1616.0,1629.0,51.0,[],[],"{Baroque:36},{Tenebrism:14},{Unknown:1}","{Tenebrism:14}, {Baroque:17}","Tenebrism:1621-1629,Baroque:1616-1628",painter,"London, Signoria, UK, Amsterdam, Rome, US, Netherlands, Germany, Budapest, Italy, Hague, MA, Austria, Paris, Hungary, Florence, Vienna, Cologne, Boston, France, NY, OH, New York City","{Vienna:1},{Austria:1},{New York City:1},{NY:1},{US:3},{OH:1},{Hague:1},{Netherlands:5},{Signoria:1},{Florence:1},{Italy:2},{Rome:1},{Cologne:1},{Germany:1},{Amsterdam:4},{Paris:1},{France:1},{Boston:1},{MA:1},{London:2},{UK:2},{Budapest:1},{Hungary:1}","Caravaggisti,Dutch School,Utrecht School","Caravaggio,",,,,,No,
Hercules Seghers,Dutch,Dutch Republic,male,Baroque,Baroque,{Baroque:18},Haarlem,The Hague,1589.0,1638.0,1615.0,1635.0,18.0,"['Utrecht', 'Amsterdam', 'Haarlem', 'Leiden', 'The Hague']","['Utrecht:1631-1631', 'Amsterdam:1592-1596,1614-1631', 'Haarlem:1612-1612', 'The Hague:1632-1638']",{Baroque:18},{Baroque:18},Baroque:1615-1635,"art dealer, painter, graphic artist, visual artist","Berlin, Netherlands, Italy, Germany, Hague, Rotterdam, Austria, Spain, Madrid, Florence, Amsterdam, Vienna, Cologne","{Netherlands:33},{Hague:1},{Amsterdam:5},{Vienna:1},{Austria:1},{Madrid:1},{Spain:1},{Florence:1},{Italy:1},{Berlin:2},{Germany:3},{Rotterdam:2},{Cologne:1}",Dutch School,,,,,,No,
Hyacinthe Rigaud,"French,Catalan",Principality of Catalonia,male,Baroque,Baroque,{Baroque:20},Perpignan,Paris,1659.0,1743.0,1686.0,1742.0,20.0,"['Perpignan', 'Rome', 'Paris', 'Lyon']",[],{Baroque:20},"{French painting:4}, {17th century:2}, {Court portrait:4}, {early 18h century:1}, {early 18th century:1}, {Baroque:20}",Baroque:1686-1742,"painter, architectural draftsperson, portraitist","Los Angeles, US, Italy, Genoa, CA, Versailles, France, Paris, Denmark, Switzerland, Chantilly, Zürich","{France:9},{Chantilly:1},{Genoa:1},{Italy:1},{Paris:2},{Los Angeles:1},{CA:1},{US:1},{Versailles:2},{Denmark:1},{Zürich:1},{Switzerland:1}",,"Artists2/Hyacinthe Rigaud/Robert De Cotte 1713.jpg,",,,,,No,
Isaac Fuller,British,Kingdom of England,male,Baroque,Baroque,{Baroque:8},,London,1606.0,1672.0,1645.0,1670.0,8.0,"['Paris', 'London', 'Oxford']","['Paris:1645-1650', 'Oxford:1644-1644']",{Baroque:8},{Baroque:8},Baroque:1651-1670,painter,"London, UK","{London:7},{UK:6}",,"Yale Centre For British Art (Yale University), New Haven, CT, US,","124.5 x 101.6 cm,",,,,No,
Isaac van Ostade,,Netherlands,male,Baroque,Baroque,,Haarlem,Haarlem,1621.0,1649.0,1645.0,1645.0,21.0,['Haarlem'],[],{Baroque:21},,,"painter, landscape painter",,,,,,,,,No,
Ivan Nikitin,Russian,Russian Empire,male,Baroque,Baroque,{Baroque:19},Voronezh,Voronezh,1824.0,1861.0,1714.0,1714.0,21.0,[],[],{Baroque:21},{Baroque:19},Baroque:1714-1714,"trade, poet, writer, painter, military officer, badminton player","Saint Petersburg, Russia, Moscow","{Saint Petersburg:2},{Russia:5},{Moscow:2}",,"famous-people,female-portraits,male-portraits,male-portraits,famous-people,Peter-the-Great,birth-and-death,male-portraits,cossacks,male-portraits,famous-people,Peter-the-Great,","Nizhny Novgorod State Museum of Fine Arts , Nizhny Novgorod, Russia,Hermitage Museum, Saint Petersburg, Russia,",,,"Artists2/Ivan Nikitin/Crown Princess Elizabeth The Future Empress 1741.jpg,Artists2/Ivan Nikitin/Portrait Of Young Man In A Green Coat.jpg,Artists2/Ivan Nikitin/Boris Sheremetev.jpg,Artists2/Ivan Nikitin/Portrait Of Baron S G Stroganoff 1726.jpg,Artists2/Ivan Nikitin/Peter I On His Deathbed 1725 1.jpg,Artists2/Ivan Nikitin/Peter I On His Deathbed 1725.jpg,Artists2/Ivan Nikitin/Chancelor G I Golovkin.jpg,Artists2/Ivan Nikitin/A Malorossian Hetman Probably Pavlo Polubotok 1720.jpg,Artists2/Ivan Nikitin/Peter I 1717.jpg,Artists2/Ivan Nikitin/Catherine I Of Russia 1717.jpg,Artists2/Ivan Nikitin/Tzarina Natalia Alekseevna 1.jpg,",No,
Ivan Rutkovych,Ukrainian,Ukraine,male,Baroque,Byzantine Art,"{Byzantine Art,Baroque:15}",Zolochiv Raion,,1650.0,1708.0,1696.0,1699.0,15.0,"['Zhovkva', 'Univ', 'Lviv', 'Ukraine']",[],{Baroque:15},{Baroque:15},Baroque:1696-1699,"iconographer, painter",,,Zhovkva School of Artists,"the Crucifixtion with scenes of Christ's Passion,",,,,,No,
Jacob Jordaens,Flemish,Spanish Netherlands,male,"Baroque, Unknown",Baroque,"{Antwerp school:8},{Dutch Golden Age:1},{Baroque:159}",Antwerp,Antwerp,1593.0,1678.0,1610.0,1663.0,213.0,"['Antwerp', 'Amsterdam', 'Putte']",[],"{Baroque:211},{Unknown:2}","{Flemish Baroque:1}, {Baroque:151}",Baroque:1615-1663,"painter, printmaker, drawer","London, Prague, Moscow, Rotterdam, Museo del Prado, UK, Norway, Kunsthalle, Spain, MO, US, Germany, Netherlands, Warsaw, St. Louis, Budapest, Berlin, Milan, Brussels, Italy, Glasgow, MA, Ukraine, Austria, Lille, Hamburg, Paris, Nancy, Denmark, Stockholm, Detroit, Hungary, Florence, Vienna, MI, Nationalmuseum, Cologne, Providence, Belgium, Boston, Sweden, Dublin, Ireland, Czech Republic, Russia, Kyiv, Saint Petersburg, Antwerp, Oslo, RI, Munich, France, Madrid, NY, Poland, Lyon, Amsterdam, New York City","{Antwerp:2},{Museo del Prado:7},{Madrid:8},{Spain:8},{Moscow:3},{Russia:10},{New York City:1},{NY:1},{US:6},{Budapest:2},{Hungary:2},{Belgium:20},{Brussels:6},{Munich:3},{Germany:9},{Paris:9},{France:14},{Kyiv:1},{Ukraine:1},{Rotterdam:1},{Netherlands:7},{Florence:2},{Italy:3},{Amsterdam:6},{Vienna:4},{Austria:4},{Denmark:5},{Oslo:1},{Norway:1},{Saint Petersburg:7},{Kunsthalle:1},{Hamburg:2},{Boston:2},{MA:2},{Nationalmuseum:1},{Stockholm:1},{Sweden:1},{Dublin:2},{Ireland:2},{Lille:3},{Cologne:3},{London:1},{UK:2},{Glasgow:1},{Milan:1},{Poland:3},{Prague:2},{Czech Republic:1},{Warsaw:2},{Lyon:1},{Detroit:1},{MI:1},{Nancy:1},{St. Louis:1},{MO:1},{Providence:1},{RI:1},{Berlin:2}","Flemish School,Antwerp School","Caravaggio,","Adam van Noort,",,"Adam van Noort,Peter Paul Rubens,",,No,
Jacob Ochtervelt,Dutch,Netherlands,male,Baroque,Baroque,"{Dutch Golden Age:2},{Baroque:31}",Rotterdam,Amsterdam,1634.0,1682.0,1660.0,1682.0,40.0,"['Haarlem', 'Amsterdam', 'Rotterdam']","['Amsterdam:1674-1682', 'Rotterdam:1655-1672']",{Baroque:40},{Baroque:31},Baroque:1660-1682,painter,"London, US, Manchester, St. Louis, Cleveland, Pasadena, Russia, CA, Saint Petersburg, UK, New York City, NY, MO, Switzerland, OH, Zürich","{Saint Petersburg:2},{Russia:2},{Zürich:1},{Switzerland:1},{Pasadena:1},{CA:1},{US:4},{London:1},{UK:3},{New York City:1},{NY:1},{Manchester:2},{Cleveland:1},{OH:1},{St. Louis:1},{MO:1}",,"Gabriel Metsu,Gerard Terborch,",,,"Frans van Mieris the Elder,","Pieter de Hooch,",No,
Jacob van Ruisdael,,Dutch Republic,male,"Baroque, Unknown",Baroque,"{Dutch Golden Age:2},{Baroque:2}",Haarlem,Haarlem,1628.0,1682.0,1648.0,1670.0,47.0,['Amsterdam'],[],"{Baroque:40},{Unknown:7}","{Netherlandish:1}, {XVII CenturyDutch Painting:1}, {Northern Netherlands School:1}, {Dutch:1}",,"painter, graphic artist, etcher, printmaker, drawer, landscape painter","Netherlands, Holland, Amsterdam","{Netherlands:4},{Amsterdam:2},{Holland:2}",,,,,,,No,
Jacques Stella,French School of Paintings,Kingdom of France,male,"Baroque, Classicism",Baroque,"{Classicism:2},{Baroque:28}",Lyon,Paris,1596.0,1657.0,1623.0,1650.0,40.0,"['Florence', 'Rome', 'Lyon', 'Paris']","['Florence:1616-1621', 'Rome:1621-1634', 'Lyon:1634-1635', 'Paris:1635-1657']","{Baroque:25},{Classicism:15}","{Classicism:15}, {Baroque:12}","Classicism:1623-1650,Baroque:1626-1650","etcher, art collector, painter, engraver","US, Grenoble, Italy, MA, Cambridge, Budapest, France, Paris, Hungary, Florence, Rouen","{Grenoble:1},{France:5},{Rouen:1},{Budapest:1},{Hungary:1},{Florence:1},{Italy:1},{Paris:2},{Cambridge:1},{MA:1},{US:1}",,,,,,"Nicolas Poussin,",No,
James Barry,Irish,United Kingdom of Great Britain and Ireland,male,"Baroque, Neoclassicism, Romanticism",Neoclassicism,"{Neoclassicism,Romanticism:19}",Cork,London,1741.0,1806.0,1767.0,1803.0,19.0,['London'],[],"{Baroque:1},{Neoclassicism:13},{Romanticism:5}","{Neoclassicism:13}, {Baroque:1}, {Romanticism:5}","Neoclassicism:1767-1799,Romanticism:1777-1803","painter, printmaker","London, Sheffield, UK, Britain","{Britain:2},{London:3},{Sheffield:1},{UK:1}",English school,,,,,,No,
Jan Brueghel the Elder,,Habsburg Netherlands,male,Baroque,Baroque,{Mannerism:1},City of Brussels,Antwerp,1568.0,1625.0,1596.0,1614.0,112.0,"['Rome', 'Spa', 'Naples', 'Netherlands', 'Italy', 'Antwerp', 'City of Brussels', 'Milan', 'Heidelberg', 'Prague']","['Rome:1592-1594', 'Naples:1590-1590', 'Netherlands:1613-1613', 'Italy:1589-1596', 'Antwerp:1596-1625,1578-1578', 'City of Brussels:1606-1613', 'Milan:1595-1596', 'Prague:1604-1604']",{Baroque:112},{Flemish:1},,"architectural draftsperson, graphic artist, painter, artist",,,,,,,,,No,
Jan Cossiers,,Habsburg Netherlands,male,Baroque,Baroque,{Baroque:1},Antwerp,Antwerp,1600.0,1671.0,1658.0,1658.0,20.0,[],[],{Baroque:20},,,painter,Belgium,{Belgium:1},,,,,,,No,
Jan Dirksz Both,Dutch,,,Baroque,Baroque,{Baroque:30},,,,,1637.0,1652.0,30.0,[],[],{Baroque:30},"{Northern Netherlands School:1}, {Baroque:30}",Baroque:1637-1652,,"Netherlands, Utrecht, Budapest, Japan, Paris, France, Hungary, Tokyo, Holland","{Utrecht:23},{Netherlands:5},{Holland:1},{Tokyo:1},{Japan:1},{Paris:1},{France:1},{Budapest:1},{Hungary:1}",,"Claude Lorrain,","Aelbert Cuyp,",,,,No,
Jan Lievens,Dutch,Netherlands,male,"Baroque, Unknown",Baroque,"{Dutch Golden Age:6},{Baroque:29}",Leiden,Amsterdam,1607.0,1674.0,1625.0,1658.0,25.0,"['Leiden', 'Amsterdam', 'Berlin', 'The Hague', 'Antwerp', 'Kleve', 'London']","['Leiden:1671-1672,1620-1632,1639-1639,1615-1617', 'Amsterdam:1672-1674,1644-1653,1617-1619,1659-1669', 'Berlin:1653-1654', 'The Hague:1670-1671,1654-1659', 'Antwerp:1635-1644', 'Kleve:1663-1663', 'London:1632-1635']","{Baroque:24},{Unknown:1}",{Baroque:23},Baroque:1625-1632,"painter, printmaker, drawer","CA, UK, US, Leiden, Netherlands, Germany, Washington DC, Budapest, Leipzig, Lille, Stockholm, Hungary, Nationalmuseum, Brighton, Sweden, Pasadena, Bremen, Antwerp, France, Poland, Amsterdam","{Antwerp:3},{Netherlands:12},{Leiden:3},{Poland:1},{Lille:1},{France:1},{Amsterdam:2},{Budapest:1},{Hungary:1},{Leipzig:1},{Germany:2},{Brighton:1},{UK:1},{Washington DC:1},{US:2},{Bremen:1},{Pasadena:1},{CA:1},{Nationalmuseum:1},{Stockholm:1},{Sweden:1}",Dutch School,"Kunsthistorisches Museum, Vienna, Austria,",,,,,No,
Jan Luyken,,Netherlands,male,Baroque,Baroque,,Amsterdam,Amsterdam,1649.0,1712.0,,,49.0,['Haarlem'],[],{Baroque:49},,,"writer, poet, engraver, illustrator, painter, graphic artist, etcher, printmaker, copperplate engraver, drawer","Northern Netherlands, Amsterdam","{Northern Netherlands:5},{Amsterdam:2}",,,,,,,,
Jan Miense Molenaer,Dutch,Dutch Republic,male,"Baroque, Unknown",Baroque,"{Dutch Golden Age:3},{Baroque:39}",Haarlem,Haarlem,1610.0,1668.0,1629.0,1668.0,35.0,"['Haarlem', 'Heemstede', 'Amsterdam']","['Haarlem:1629-1636,1649-1655,1657-1668', 'Heemstede:1648-1649,1657-1668', 'Amsterdam:1637-1648,1655-1656']","{Baroque:34},{Unknown:1}",{Baroque:36},Baroque:1629-1668,painter,"Moscow, Indianapolis, OH, Seattle, US, Netherlands, Germany, Budapest, Hague, Austria, Hungary, Belgium, Berlin, Houston, Russia, Saint Petersburg, Toledo, Munich, IN, Amsterdam, MFAH, WA","{Moscow:1},{Russia:2},{Amsterdam:3},{Netherlands:4},{MFAH:1},{Houston:1},{US:5},{Hague:1},{Saint Petersburg:1},{Belgium:1},{Munich:1},{Germany:3},{Austria:1},{Budapest:2},{Hungary:2},{Indianapolis:1},{IN:1},{Toledo:2},{OH:2},{Berlin:2},{Seattle:1},{WA:1}",,"Pieter Bruegel the Elder,Adriaen van Ostade,","Jan Steen,",,"Frans Hals,",,No,
Jan Siberechts,Flemish,Habsburg Netherlands,male,Baroque,Baroque,{Baroque:19},Antwerp,London,1627.0,1703.0,1660.0,1698.0,18.0,"['Antwerp', 'Great Britain']","['Antwerp:1648-1672', 'Great Britain:1672-1703']",{Baroque:18},{Baroque:18},Baroque:1660-1698,painter,"London, US, Moscow, Russia, Antwerp, UK, Budapest, CO, Hungary, Denver","{Antwerp:1},{London:1},{UK:1},{Denver:1},{CO:1},{US:1},{Budapest:1},{Hungary:1},{Moscow:1},{Russia:1}",,,,,,,No,
Jan Steen,Dutch,Dutch Republic,male,"Baroque, Unknown",Baroque,"{Dutch Golden Age:3},{Baroque:134}",Leiden,Leiden,1626.0,1679.0,1650.0,1677.0,131.0,"['Haarlem', 'The Hague', 'Leiden', 'Warmond', 'Delft', 'Roeselare', 'Amsterdam']",[],"{Baroque:128},{Unknown:3}","{NorthernNetherlands School:1}, {Northern Netherlands School:2}, {Dutch:1}, {Baroque:131}",Baroque:1650-1677,"painter, visual artist, architectural draftsperson, actor, writer, performing artist, creator, scenographer, film producer, theatrical director, artist, genre painter, history painter, amateur artist","London, CA, Rotterdam, Moscow, Cincinnati, UK, Spain, Northampton, Canada, Leicestershire, North Holland, OH, Håbo Municipality, US, Leiden, Netherlands, Cleveland, Germany, Ottawa, Budapest, Edinburgh, New York City, Los Angeles, Brussels, Italy, Hague, MA, Austria, Paris, Philadelphia, Hungary, Florence, Vienna, Cologne, Belgium, Ireland, Dublin, Sweden, Pasadena, Russia, Braunschweig, Saint Petersburg, Toledo, Los Angeles County Museum of Art, Munich, France, Madrid, NY, Amsterdam, Birmingham, PA, Holland","{Leiden:1},{North Holland:1},{Netherlands:19},{Holland:1},{Amsterdam:11},{Los Angeles County Museum of Art:1},{Los Angeles:1},{CA:2},{US:8},{Belgium:2},{Brussels:1},{Saint Petersburg:6},{Russia:7},{Cleveland:1},{OH:3},{Madrid:1},{Spain:1},{Philadelphia:1},{PA:1},{Dublin:2},{Ireland:2},{Munich:2},{Germany:5},{Northampton:1},{MA:1},{Budapest:2},{Hungary:2},{Paris:1},{France:1},{Birmingham:1},{UK:8},{Pasadena:1},{Edinburgh:1},{Rotterdam:4},{Cologne:2},{Vienna:2},{Austria:2},{Braunschweig:1},{Leicestershire:1},{London:5},{Cincinnati:1},{Hague:3},{Moscow:1},{New York City:1},{NY:1},{Toledo:1},{Håbo Municipality:1},{Sweden:1},{Florence:1},{Italy:1},{Ottawa:1},{Canada:1}","Dutch School,Haarlem School","Isaac van Ostade,Adriaen van Ostade,Jan Miense Molenaer,",,,"Nikolaus Knüpfer,Jan van Goyen,","Gabriel Metsu,",No,
Jan van Goyen,,Dutch Republic,male,Baroque,Baroque,"{Dutch Golden Age:14},{Baroque:14}",Leiden,The Hague,1596.0,1656.0,1644.0,1653.0,37.0,"['Leiden', 'Haarlem', 'France', 'Kleve', 'Hoorn', 'The Hague']","['Haarlem:1634-1634,1617-1617', 'France:1615-1616', 'Kleve:1650-1653', 'The Hague:1635-1656,1632-1634', 'Leiden:1610-1615,1618-1632']",{Baroque:37},,,"art dealer, painter, graphic artist","Netherlands, Holland","{Holland:1},{Netherlands:2}",,,,,,,No,
Jean Baptiste Vanmour,,Southern Netherlands,male,"Baroque, Orientalism",Baroque,,Valenciennes,Constantinople,1671.0,1737.0,1700.0,1750.0,49.0,[],[],"{Baroque:2},{Orientalism:47}",,,painter,,,,,,,,,No,
Joachim Wtewael,Dutch,Netherlands,male,"Baroque, Northern Renaissance",Northern Renaissance,"{Dutch Golden Age:1},{Baroque:1},{Mannerism (Late Renaissance),Northern Renaissance:24}",Utrecht,Utrecht,1566.0,1638.0,1595.0,1628.0,26.0,[],[],"{Baroque:2},{Northern Renaissance:24}",{Northern Renaissance:24},Northern Renaissance:1595-1628,painter,"London, CA, Museo del Prado, UK, Spain, MO, US, Germany, Netherlands, Chicago, St. Louis, IL, Budapest, Hague, Utrecht, Austria, San Francisco, Paris, Hungary, Munich, France, Madrid","{Utrecht:3},{Munich:1},{Germany:1},{Austria:1},{Museo del Prado:1},{Madrid:1},{Spain:1},{London:1},{UK:1},{Paris:1},{France:1},{Budapest:1},{Hungary:1},{Hague:1},{Netherlands:1},{Chicago:1},{IL:1},{US:3},{St. Louis:1},{MO:1},{San Francisco:2},{CA:1}",,,,,,,No,
Johannes Moreelse,Dutch,Netherlands,male,Baroque,Baroque,{Baroque:13},Utrecht,Utrecht,1603.0,1634.0,1630.0,1630.0,11.0,"['Rome', 'Utrecht']","['Rome:1627-1627', 'Utrecht:1627-1634']",{Baroque:11},{Baroque:11},Baroque:1630-1630,painter,"Utrecht, Netherlands","{Utrecht:1},{Netherlands:1}","Utrecht School,Caravaggisti",,,,,,No,
Johannes Vermeer,Dutch,Dutch Republic,male,"Baroque, Unknown",Baroque,{Baroque:39},Delft,Delft,1632.0,1675.0,1653.0,1674.0,44.0,"['Delft', 'Haarlem']",['Delft:1653-1675'],"{Baroque:8},{Unknown:36}","{Northern Netherlands School:3}, {Netherlandish:2}, {Baroque:39}",Baroque:1653-1674,"painter, art collector, drawer","London, UK, US, Netherlands, Germany, Washington DC, Tokyo, Edinburgh, Hague, Dresden, MA, Austria, Paris, Vienna, Boston, Berlin, Ireland, Dublin, Frankfurt, France, NY, Japan, Amsterdam, Main, New York City","{London:4},{UK:6},{Hague:3},{Netherlands:7},{New York City:8},{NY:8},{US:13},{Dublin:1},{Ireland:1},{Paris:2},{France:2},{Amsterdam:4},{Frankfurt:1},{Main:1},{Germany:5},{Vienna:2},{Austria:2},{Washington DC:4},{Berlin:2},{Boston:1},{MA:1},{Tokyo:1},{Japan:1},{Dresden:2},{Edinburgh:2}","Dutch School,Delft School","Carel Fabritius,Gerrit Dou,Gerard Terborch,Pieter de Hooch,Caravaggio,Caravaggisti,","Gabriel Metsu,Frank W. Benson,",,"Carel Fabritius,",,No,
John Riley,British,United Kingdom,male,Baroque,Baroque,{Baroque:80},Leeds,London,1954.0,1691.0,1648.0,1860.0,80.0,['London'],['London:1682-1691'],{Baroque:80},{Baroque:80},Baroque:1648-1860,painter,"London, Sheffield, UK, Museums, Oxford","{London:4},{UK:5},{Oxford:1},{Museums:1},{Sheffield:1}",,,,,,,No,
Joseph Wright,British,Kingdom of Great Britain,male,"Baroque, Neoclassicism, Rococo, Romanticism, Unknown",Neoclassicism,"{Neoclassicism,Romanticism:149}",Derby,Derby,1734.0,1797.0,1750.0,1795.0,150.0,"['Rome', 'London', 'Bath', 'Liverpool', 'Derby', 'Naples', 'Washington, D.C.', 'Indianapolis']",[],"{Baroque:16},{Neoclassicism:8},{Rococo:23},{Romanticism:101},{Unknown:2}","{Baroque:46}, {Romanticism:101}, {Neoclassicism:10}, {Rococo:38}","Baroque:1753-1795,Romanticism:1753-1795,Neoclassicism:1760-1785,Rococo:1750-1792","painter, architectural draftsperson, portraitist, landscape painter, writer, lawyer, politician, diplomat","London, CA, Moscow, UK, Leicester, Northampton, MO, US, St. Louis, Cambridge, MA, Austria, San Francisco, Philadelphia, Vienna, Liverpool, Russia, Saint Petersburg, New Haven, OH, Birmingham, PA, Hartford","{Saint Petersburg:2},{Russia:3},{New Haven:6},{US:15},{San Francisco:1},{CA:1},{St. Louis:4},{MO:4},{Liverpool:3},{UK:14},{Vienna:1},{Austria:1},{OH:1},{London:7},{Birmingham:1},{Cambridge:2},{Moscow:1},{Hartford:1},{Northampton:1},{MA:1},{Leicester:1},{Philadelphia:1},{PA:1}",,,,,,,No,
Joseph-Marie Vien,,France,male,"Baroque, Neoclassicism, Orientalism, Rococo",Rococo,,Montpellier,Paris,1716.0,1809.0,1755.0,1755.0,66.0,[],[],"{Baroque:2},{Neoclassicism:31},{Orientalism:3},{Rococo:30}",,,"designer, painter, politician",,,,,,,,,No,
Joshua Reynolds,British,Kingdom of Great Britain,male,"Baroque, Neoclassicism, Rococo, Unknown",Rococo,{Rococo:223},Plympton,London,1723.0,1792.0,1740.0,1789.0,230.0,"['Rome', 'The Hague', 'Paris', 'Düsseldorf', 'Ostend', 'London', 'Bologna', 'Liège', 'Naples', 'Plymouth', 'Amsterdam', 'Cologne', 'Venice', 'City of Brussels', 'Florence', 'Livorno', 'Bruges', 'Antwerp', 'Lisbon', 'Ghent']",[],"{Baroque:20},{Neoclassicism:8},{Rococo:195},{Unknown:7}","{English:1}, {Rococo:193}, {Neoclassicism:9}, {Baroque:20}","Rococo:1740-1789,Neoclassicism:1773-1789,Baroque:1747-1776","writer, painter, art collector","London, Montpellier, CA, Museo del Prado, UK, Bergamo, Spain, Canada, OH, US, Chicago, Washington DC, Cleveland, England, IL, Budapest, Aberdeen, Los Angeles, Italy, Ukraine, Paris, Detroit, San Marino, MI, Hungary, Florence, Buffalo, Liverpool, Ireland, Dublin, Kyiv, Russia, Saint Petersburg, New Haven, Los Angeles County Museum of Art, France, Madrid, NY, United Kingdom, Fredericton, New York City","{London:22},{England:4},{United Kingdom:3},{Paris:1},{Italy:3},{Kyiv:1},{Ukraine:1},{UK:22},{San Marino:1},{CA:2},{US:14},{Madrid:2},{Spain:2},{Saint Petersburg:3},{Russia:3},{Detroit:2},{MI:2},{New York City:4},{NY:5},{Budapest:1},{Hungary:1},{Dublin:3},{Ireland:3},{Fredericton:1},{Canada:1},{Washington DC:1},{OH:2},{Montpellier:1},{France:1},{Los Angeles County Museum of Art:1},{Los Angeles:1},{Florence:1},{Buffalo:1},{New Haven:1},{Museo del Prado:1},{Chicago:1},{IL:1},{Cleveland:1},{Bergamo:1},{Liverpool:1},{Aberdeen:1}",English school,"Diego Velazquez,Jacob van Ruisdael,",,,,,No,
Juan Bautista Maíno,,New Castile,male,"Baroque, Tenebrism",Baroque,,Pastrana,Madrid,1581.0,1649.0,,,35.0,['Madrid'],[],"{Baroque:34},{Tenebrism:1}",,,"painter, religious",,,,,,,,,,
